0.15087163,0.20855784,0.35879555,0.17717908,0.20253566,0.110935025,0.2985737,0.091600634,0.0725832,0.14770205,0.065293185,0.1274168,0.18827258,0.06053883,0.0836767,0.10681458,0.18161649,0.20633915,0.12266244,0.08779715,0.26180667,0.16450079,0.15974644,0.11980983,0.06022187,0.11283677,0.14992076,0.13090333,0.065293185,0.08906498,0.088748015,0.084627576,0.14706814,0.1096672,0.07068146,0.23835182,0.13882726,0.055467512,0.101743266,0.125832,0.14263074,0.08114105,0.18827258,0.113153726,0.17432646,0.0725832,0.103011094,0.111568935,0.10903328
0.20855784,0.33946118,0.53090334,0.26275754,0.30237716,0.162916,0.47290015,0.13692552,0.10681458,0.22313787,0.08748019,0.2,0.2931854,0.08684628,0.13502377,0.15625991,0.2732171,0.31885895,0.18098256,0.13312203,0.38541996,0.24057053,0.23137876,0.17527734,0.097305864,0.16006339,0.20570523,0.19270998,0.09984152,0.13122028,0.13882726,0.12805071,0.20538828,0.16354991,0.1141046,0.35657686,0.21838352,0.083042786,0.14896989,0.1977813,0.21870047,0.11600634,0.27448493,0.162916,0.25736925,0.09793978,0.14896989,0.17464343,0.16259904
0.35879555,0.53090334,1.0,0.47385103,0.5540412,0.30903327,0.90047544,0.22567354,0.1955626,0.42313787,0.1740095,0.3445325,0.525832,0.16069731,0.23740095,0.31061807,0.49667194,0.58573693,0.34421554,0.21648178,0.7318542,0.45546752,0.44786054,0.36164817,0.1784469,0.29984152,0.40507132,0.38510302,0.17083994,0.26022187,0.22725832,0.24405706,0.38700476,0.28716323,0.20919175,0.6583201,0.3800317,0.15752773,0.30554676,0.36323297,0.39524564,0.244374,0.50935024,0.3042789,0.49730587,0.1911252,0.28843105,0.30998415,0.30839938
0.17717908,0.26275754,0.47385103,0.2608558,0.26117274,0.1518225,0.4133122,0.107448496,0.096038036,0.18954042,0.08177496,0.16640253,0.25610143,0.08209192,0.11251981,0.13914421,0.24088748,0.27004755,0.15530904,0.10713154,0.35309035,0.21299525,0.20031695,0.16038035,0.08684628,0.124564186,0.18415214,0.18066561,0.08684628,0.12107766,0.11220285,0.12646593,0.18256736,0.13882726,0.10459588,0.31061807,0.18034865,0.0703645,0.13755943,0.16576862,0.19270998,0.12044374,0.22884311,0.13914421,0.23645008,0.099524565,0.14263074,0.13375594,0.14548336
0.20253566,0.30237716,0.5540412,0.26117274,0.33977813,0.17971474,0.5004754,0.13058637,0.11283677,0.24025357,0.10047544,0.1911252,0.29572108,0.094453245,0.13755943,0.17971474,0.27448493,0.32678288,0.19461173,0.12868463,0.41521394,0.25007924,0.26751187,0.20602219,0.10142631,0.17083994,0.23232964,0.21965134,0.09635499,0.13914421,0.12709984,0.13153724,0.23740095,0.162916,0.12171157,0.36830428,0.22313787,0.091600634,0.18034865,0.20253566,0.22408874,0.13248812,0.29667196,0.17083994,0.28716323,0.11283677,0.16386688,0.17591125,0.16830428
0.110935025,0.162916,0.30903327,0.1518225,0.17971474,0.10776545,0.281458,0.07226624,0.06339144,0.12995246,0.05134707,0.105863705,0.16164818,0.050079238,0.0770206,0.09223455,0.1518225,0.17432646,0.10459588,0.06973059,0.23232964,0.14263074,0.14326467,0.110935025,0.058637083,0.08969889,0.12805071,0.12329636,0.05673534,0.07638669,0.07068146,0.081458,0.12900159,0.08779715,0.07004754,0.2066561,0.11854199,0.049445324,0.100158475,0.11220285,0.12678288,0.08431062,0.1584786,0.09477021,0.16196513,0.06624406,0.09635499,0.09191759,0.09793978
0.2985737,0.47290015,0.90047544,0.4133122,0.5004754,0.281458,0.9125198,0.2,0.18098256,0.38637084,0.15087163,0.31505546,0.503645,0.14484945,0.2244057,0.28209192,0.4472266,0.52393025,0.32773376,0.19270998,0.673851,0.4155309,0.39429477,0.33438987,0.16608557,0.27226624,0.3749604,0.34896988,0.15467513,0.23645008,0.20190175,0.21679874,0.32519808,0.2282092,0.1911252,0.59587955,0.34675118,0.14484945,0.2941363,0.33502376,0.35911253,0.21774961,0.45832014,0.27004755,0.4526149,0.1584786,0.24976228,0.28906497,0.27353406
0.091600634,0.13692552,0.22567354,0.107448496,0.13058637,0.07226624,0.2,0.06434231,0.050079238,0.093819335,0.040570524,0.08209192,0.12044374,0.03740095,0.055784468,0.06561014,0.114421554,0.13217115,0.0770206,0.0570523,0.1673534,0.10142631,0.10047544,0.07511886,0.038351823,0.07511886,0.096038036,0.080190174,0.041521393,0.051980983,0.055467512,0.05103011,0.09667195,0.06624406,0.045007925,0.15372425,0.093819335,0.03645008,0.06434231,0.08209192,0.08938193,0.04912837,0.12107766,0.06973059,0.113787636,0.045007925,0.06402536,0.07416799,0.06782884
0.0725832,0.10681458,0.1955626,0.096038036,0.11283677,0.06339144,0.18098256,0.050079238,0.04881141,0.0770206,0.038034864,0.06909667,0.10491284,0.033597466,0.046909668,0.05673534,0.09825674,0.1096672,0.06497623,0.04754358,0.14992076,0.08557845,0.08431062,0.06782884,0.03518225,0.060855784,0.08209192,0.07226624,0.03423138,0.045958795,0.04532488,0.04564184,0.08526149,0.052614897,0.040253565,0.12931854,0.0792393,0.029160064,0.055467512,0.0681458,0.07765452,0.049762283,0.09413629,0.055467512,0.10142631,0.040253565,0.059904914,0.06053883,0.055784468
0.14770205,0.22313787,0.42313787,0.18954042,0.24025357,0.12995246,0.38637084,0.093819335,0.0770206,0.20253566,0.076703645,0.14453249,0.22028527,0.06909667,0.105229795,0.14167987,0.21901743,0.2576862,0.15752773,0.09413629,0.31093502,0.20126782,0.21521394,0.16481775,0.074484944,0.13438986,0.1755943,0.17242472,0.068779714,0.118858956,0.09350238,0.10396197,0.16703644,0.12329636,0.08779715,0.2830428,0.16576862,0.0725832,0.140729,0.16101426,0.16703644,0.09508716,0.2348653,0.1362916,0.21965134,0.0792393,0.120760694,0.14389858,0.13946117
