0.15087163,0.20855784,0.35879555,0.17717908,0.20253566,0.110935025,0.2985737,0.091600634,0.0725832,0.14770205,0.065293185,0.1274168,0.18827258,0.06053883,0.0836767,0.10681458,0.18161649,0.20633915,0.12266244,0.08779715,0.26180667,0.16450079,0.15974644,0.11980983,0.06022187,0.11283677,0.14992076,0.13090333,0.068779714,0.09698891,0.15023772,0.03423138,0.014580032,0.059270997,0.15118858,0.027575277,0.1340729,0.18098256,0.07638669,0.13946117,0.07955626,0.080190174,0.2554675,0.06465927,0.18541996,0.13153724
0.20855784,0.33946118,0.53090334,0.26275754,0.30237716,0.162916,0.47290015,0.13692552,0.10681458,0.22313787,0.08748019,0.2,0.2931854,0.08684628,0.13502377,0.15625991,0.2732171,0.31885895,0.18098256,0.13312203,0.38541996,0.24057053,0.23137876,0.17527734,0.097305864,0.16006339,0.20570523,0.19270998,0.10206022,0.14896989,0.21204437,0.045007925,0.022187004,0.080190174,0.22060221,0.040253565,0.18763867,0.26624405,0.115055464,0.19619651,0.11822504,0.12266244,0.35055467,0.09508716,0.27638668,0.18320127
0.35879555,0.53090334,1.0,0.47385103,0.5540412,0.30903327,0.90047544,0.22567354,0.1955626,0.42313787,0.1740095,0.3445325,0.525832,0.16069731,0.23740095,0.31061807,0.49667194,0.58573693,0.34421554,0.21648178,0.7318542,0.45546752,0.44786054,0.36164817,0.1784469,0.29984152,0.40507132,0.38510302,0.18478605,0.281458,0.3860539,0.094453245,0.04215531,0.17210777,0.40126783,0.07733756,0.37432647,0.49191758,0.22535658,0.36830428,0.22535658,0.22060221,0.6988906,0.1740095,0.4586371,0.3711569
0.17717908,0.26275754,0.47385103,0.2608558,0.26117274,0.1518225,0.4133122,0.107448496,0.096038036,0.18954042,0.08177496,0.16640253,0.25610143,0.08209192,0.11251981,0.13914421,0.24088748,0.27004755,0.15530904,0.10713154,0.35309035,0.21299525,0.20031695,0.16038035,0.08684628,0.124564186,0.18415214,0.18066561,0.09286846,0.12836768,0.1800317,0.04659271,0.019017432,0.08082409,0.19302694,0.037083995,0.18795563,0.24532488,0.108082406,0.17274168,0.10839937,0.10396197,0.31568938,0.09286846,0.22250396,0.16164818
0.20253566,0.30237716,0.5540412,0.26117274,0.33977813,0.17971474,0.5004754,0.13058637,0.11283677,0.24025357,0.10047544,0.1911252,0.29572108,0.094453245,0.13755943,0.17971474,0.27448493,0.32678288,0.19461173,0.12868463,0.41521394,0.25007924,0.26751187,0.20602219,0.10142631,0.17083994,0.23232964,0.21965134,0.10047544,0.15942948,0.22282092,0.05356577,0.025673535,0.09667195,0.21141046,0.04564184,0.2110935,0.27670366,0.12361331,0.21045959,0.12361331,0.12424722,0.40126783,0.10142631,0.2570523,0.22282092
0.110935025,0.162916,0.30903327,0.1518225,0.17971474,0.10776545,0.281458,0.07226624,0.06339144,0.12995246,0.05134707,0.105863705,0.16164818,0.050079238,0.0770206,0.09223455,0.1518225,0.17432646,0.10459588,0.06973059,0.23232964,0.14263074,0.14326467,0.110935025,0.058637083,0.08969889,0.12805071,0.12329636,0.05673534,0.09318542,0.12646593,0.02852615,0.013946117,0.056418385,0.120760694,0.026307449,0.12551506,0.16196513,0.07131537,0.11473851,0.06973059,0.0659271,0.2199683,0.056101426,0.13534074,0.114421554
0.2985737,0.47290015,0.90047544,0.4133122,0.5004754,0.281458,0.9125198,0.2,0.18098256,0.38637084,0.15087163,0.31505546,0.503645,0.14484945,0.2244057,0.28209192,0.4472266,0.52393025,0.32773376,0.19270998,0.673851,0.4155309,0.39429477,0.33438987,0.16608557,0.27226624,0.3749604,0.34896988,0.14896989,0.26275754,0.32646593,0.07765452,0.03423138,0.16069731,0.3518225,0.07131537,0.34358162,0.45293185,0.20190175,0.35150555,0.21077655,0.20316957,0.63169575,0.162916,0.3866878,0.3312203
0.091600634,0.13692552,0.22567354,0.107448496,0.13058637,0.07226624,0.2,0.06434231,0.050079238,0.093819335,0.040570524,0.08209192,0.12044374,0.03740095,0.055784468,0.06561014,0.114421554,0.13217115,0.0770206,0.0570523,0.1673534,0.10142631,0.10047544,0.07511886,0.038351823,0.07511886,0.096038036,0.080190174,0.040253565,0.06497623,0.097305864,0.01806656,0.009508716,0.037083995,0.09223455,0.018383518,0.08399366,0.11568938,0.04532488,0.09064976,0.047226623,0.050396197,0.15942948,0.041521393,0.1141046,0.085895404
0.0725832,0.10681458,0.1955626,0.096038036,0.11283677,0.06339144,0.18098256,0.050079238,0.04881141,0.0770206,0.038034864,0.06909667,0.10491284,0.033597466,0.046909668,0.05673534,0.09825674,0.1096672,0.06497623,0.04754358,0.14992076,0.08557845,0.08431062,0.06782884,0.03518225,0.060855784,0.08209192,0.07226624,0.03296355,0.056101426,0.07987322,0.015530903,0.008557845,0.034548335,0.07543582,0.017432647,0.07955626,0.10269414,0.041521393,0.07765452,0.045007925,0.041204438,0.13946117,0.038351823,0.09255151,0.07353407
0.14770205,0.22313787,0.42313787,0.18954042,0.24025357,0.12995246,0.38637084,0.093819335,0.0770206,0.20253566,0.076703645,0.14453249,0.22028527,0.06909667,0.105229795,0.14167987,0.21901743,0.2576862,0.15752773,0.09413629,0.31093502,0.20126782,0.21521394,0.16481775,0.074484944,0.13438986,0.1755943,0.17242472,0.083042786,0.12551506,0.1622821,0.04342314,0.019651348,0.07416799,0.16513471,0.03201268,0.14928685,0.2088748,0.09572108,0.15340729,0.09477021,0.09762282,0.3042789,0.07194929,0.20538828,0.17749603
