0.21896552,0.16034482,0.22413793,0.14482759,0.14827587,0.07931034,0.19827586,0.07413793,0.055172414,0.08103448,0.04137931,0.09137931,0.12413793,0.029310346,0.060344826,0.05,0.10517241,0.13965517,0.089655176,0.05862069,0.16034482,0.093103446,0.048275862,0.05172414,0.03448276,0.07586207,0.089655176,0.060344826,0.03448276,0.09137931,0.0637931,0.09137931,0.05172414,0.056896552,0.06551724,0.15172414,0.13103448,0.077586204,0.115517244,0.056896552,0.03965517,0.060344826,0.053448275,0.046551723,0.072413795,0.031034483,0.0068965517,0.053448275,0.06896552,0.02586207
0.16034482,0.3448276,0.3137931,0.18793103,0.15862069,0.09137931,0.28448275,0.08448276,0.05172414,0.13103448,0.062068965,0.13103448,0.17758621,0.037931036,0.08448276,0.096551724,0.14655173,0.21034482,0.12068965,0.077586204,0.22931035,0.12241379,0.11034483,0.094827585,0.055172414,0.1,0.11724138,0.094827585,0.03965517,0.11034483,0.08275862,0.13275862,0.08793104,0.077586204,0.11034483,0.17586207,0.18793103,0.12068965,0.13275862,0.06551724,0.06896552,0.115517244,0.08103448,0.07586207,0.11724138,0.03965517,0.01724138,0.0637931,0.10172414,0.029310346
0.22413793,0.3137931,1.0,0.38275862,0.34827587,0.20689656,0.61206895,0.1275862,0.12068965,0.33620688,0.14655173,0.23793103,0.33448276,0.07586207,0.16724138,0.2137931,0.27586207,0.3913793,0.25344828,0.118965514,0.40344828,0.27413794,0.25689656,0.24310344,0.1,0.21724138,0.29827586,0.22068965,0.11724138,0.31724137,0.1362069,0.23620689,0.15,0.15172414,0.20517242,0.33448276,0.4465517,0.21724138,0.27758622,0.1637931,0.16724138,0.2224138,0.14482759,0.21551724,0.2672414,0.07586207,0.055172414,0.17758621,0.28275862,0.06896552
0.14482759,0.18793103,0.38275862,0.33103448,0.19137931,0.115517244,0.2672414,0.096551724,0.07586207,0.113793105,0.05862069,0.13793103,0.19310345,0.037931036,0.0862069,0.06724138,0.16206896,0.20517242,0.12068965,0.062068965,0.22068965,0.1275862,0.08275862,0.09137931,0.044827588,0.06896552,0.11034483,0.093103446,0.060344826,0.112068966,0.089655176,0.1362069,0.094827585,0.08448276,0.09137931,0.17586207,0.2137931,0.118965514,0.16551724,0.05862069,0.08448276,0.06551724,0.06896552,0.093103446,0.10689655,0.013793103,0.022413794,0.06724138,0.11034483,0.044827588
0.14827587,0.15862069,0.34827587,0.19137931,0.40172413,0.16034482,0.35517243,0.10344828,0.08275862,0.14137931,0.06724138,0.14310345,0.20172414,0.070689656,0.115517244,0.113793105,0.13793103,0.2413793,0.13793103,0.077586204,0.27068967,0.14137931,0.17413794,0.12068965,0.06724138,0.09827586,0.15344827,0.118965514,0.056896552,0.11724138,0.089655176,0.15172414,0.08793104,0.10344828,0.09137931,0.17586207,0.17068966,0.15172414,0.17586207,0.077586204,0.08448276,0.12068965,0.06896552,0.096551724,0.14137931,0.06724138,0.04137931,0.07413793,0.115517244,0.037931036
0.07931034,0.09137931,0.20689656,0.115517244,0.16034482,0.16034482,0.21724138,0.060344826,0.044827588,0.11034483,0.018965518,0.08103448,0.112068966,0.031034483,0.07586207,0.048275862,0.077586204,0.113793105,0.072413795,0.04310345,0.15862069,0.096551724,0.10344828,0.07931034,0.037931036,0.05862069,0.07413793,0.06551724,0.03448276,0.072413795,0.04137931,0.10344828,0.046551723,0.072413795,0.05172414,0.118965514,0.08793104,0.08103448,0.12068965,0.056896552,0.060344826,0.07586207,0.04137931,0.06724138,0.08275862,0.018965518,0.020689655,0.048275862,0.06724138,0.03275862
0.19827586,0.28448275,0.61206895,0.2672414,0.35517243,0.21724138,0.9310345,0.15172414,0.12241379,0.27758622,0.1,0.25689656,0.33448276,0.08448276,0.18103448,0.19310345,0.21896552,0.40172413,0.23965517,0.115517244,0.42068964,0.26551723,0.25,0.2224138,0.093103446,0.20344828,0.26551723,0.19827586,0.10344828,0.2637931,0.14310345,0.23103449,0.112068966,0.15,0.18620689,0.3051724,0.32413793,0.23103449,0.29482758,0.13103448,0.19137931,0.19827586,0.15344827,0.17758621,0.2862069,0.089655176,0.0637931,0.16896552,0.20172414,0.060344826
0.07413793,0.08448276,0.1275862,0.096551724,0.10344828,0.060344826,0.15172414,0.12413793,0.05862069,0.04310345,0.031034483,0.06896552,0.093103446,0.01724138,0.048275862,0.027586207,0.07586207,0.1,0.062068965,0.029310346,0.1,0.05172414,0.03448276,0.029310346,0.022413794,0.053448275,0.05,0.022413794,0.027586207,0.04310345,0.031034483,0.05,0.010344828,0.029310346,0.029310346,0.115517244,0.048275862,0.077586204,0.07931034,0.02586207,0.04310345,0.04137931,0.03275862,0.04137931,0.05172414,0.010344828,0.013793103,0.031034483,0.02586207,0.015517241
0.055172414,0.05172414,0.12068965,0.07586207,0.08275862,0.044827588,0.12241379,0.05862069,0.08793104,0.037931036,0.024137931,0.053448275,0.06896552,0.015517241,0.03275862,0.0120689655,0.060344826,0.06724138,0.044827588,0.020689655,0.07931034,0.04137931,0.029310346,0.029310346,0.01724138,0.04137931,0.031034483,0.036206897,0.027586207,0.04310345,0.029310346,0.04310345,0.015517241,0.02586207,0.01724138,0.070689656,0.04310345,0.053448275,0.05862069,0.024137931,0.029310346,0.02586207,0.024137931,0.03965517,0.05,0.00862069,0.0120689655,0.022413794,0.03965517,0.013793103
0.08103448,0.13103448,0.33620688,0.113793105,0.14137931,0.11034483,0.27758622,0.04310345,0.037931036,0.2689655,0.05172414,0.089655176,0.14310345,0.03275862,0.07586207,0.10862069,0.12413793,0.17068966,0.10517241,0.05172414,0.1637931,0.14827587,0.18103448,0.12931034,0.046551723,0.112068966,0.12931034,0.10689655,0.036206897,0.13793103,0.056896552,0.10517241,0.06724138,0.07586207,0.11034483,0.11724138,0.22068965,0.10172414,0.115517244,0.06551724,0.08275862,0.12931034,0.05862069,0.093103446,0.14655173,0.05172414,0.029310346,0.07931034,0.13793103,0.037931036
